nombre,tienda,categoria_principal,precio,moneda,simbolo,estrellas,reviews,descripcion,especificaciones,categoria,categoria_path,url,imagen,sku,id
TUF GAMING X670E-PLUS WIFI,ASUS,tarjetas madre,,,,4.5,100,"Motherboard gaming ATX AMD AM5 X670E (Ryzen™ 7000), compatible con PC AI avanzada, 16 fases de alimentación, PCIe ®  5.0, memoria DDR5, cuatro ranuras M.2, WiFi 6E y Ethernet Realtek 2.5 Gb, HDMI ® , DisplayPort™, USB 3.2 Gen 2x2 Tipo-C ® , USB 3.2 Gen 2 Tipo-C frontal, SATA 6 Gbps, conector Thunderbolt™ (USB4 ® ) e iluminación RGB Aura Sync",{},AMD,"['Motherboards-Components', 'Motherboards', 'TUF-Gaming']",https://www.asus.com/ar/motherboards-components/motherboards/tuf-gaming/tuf-gaming-x670e-plus-wifi/,https://dlcdnwebimgs.asus.com/gain/ad8d8b21-88f6-47ea-873b-403ad6e70f16/w185,20968,20968
PRIME H610I-PLUS D4-CSM,ASUS,tarjetas madre,,,,4.5,100,"Intel ®  H610 (LGA 1700) Mini-ITX motherboard, M.2, DDR4 3200MHz, HDMI,D-SUB, USB 3.2 Gen 1 ports, SATA 6 Gbps, COM header, Mono-out header with Amp IC",{},Intel,"['Motherboards-Components', 'Motherboards', 'PRIME']",https://www.asus.com/ar/motherboards-components/motherboards/prime/prime-h610i-plus-d4-csm/,https://dlcdnwebimgs.asus.com/gain/af75ce52-a590-4ddf-8ef3-c0d73da94368/w185,20769,20769
Pro Q670M-C-CSM,ASUS,tarjetas madre,,,,4.5,100,"La Pro Q670M-C-CSM es compatible con el socket Intel &reg;  LGA1700 para procesadores Intel &reg;  de 12º generación, y está equipada con características excepcionales, incluyendo soporte PCIe 4.0, DDR5 4800*, dos ranuras M.2 PCIe 4.0, ranura M.2 (Key E), cuatro puertos USB 3.2 Gen 2, USB 3.2 Gen 1 Tipo-C &reg;  frontal, Intel &reg;  Optane Memory Ready, ASUS Boot Defender, TPM 2.0 IC onboard, Q-LED Core, Mono-out header(with Amp IC), ASUS Control Center Express(ACCE).",{},Intel,"['Motherboards-Components', 'Motherboards', 'CSM']",https://www.asus.com/ar/motherboards-components/motherboards/csm/pro-q670m-c-csm/,https://dlcdnwebimgs.asus.com/gain/a7ae1e12-6592-482f-9fef-982ff5408a27/w185,19242,19242
PRIME B660M-K D4,ASUS,tarjetas madre,,,,4.5,100,"Motherboard Intel® B660 (LGA 1700) mATX con PCIe® 4.0, dos puertos M.2, DDR4, HDMI®, D-Sub, Ethernet Realtek de 1Gb, USB 3.2 Gen 1 frontal y ASUS Lighting Control",{},Intel,"['Motherboards-Components', 'Motherboards', 'PRIME']",https://www.asus.com/ar/motherboards-components/motherboards/prime/prime-b660m-k-d4/,https://dlcdnwebimgs.asus.com/gain/aa0fcf7a-8c9b-4b87-8054-801b804e0d8a/w185,20278,20278
PRIME H610M-K D4-CSM,ASUS,tarjetas madre,,,,4.5,100,"Tarjeta madre Intel® H610 (LGA 1700) mic-ATX, DDR4, PCIe 4.0, ranura M.2, Realtek 1 Gb Ethernet, HDMI/D-Sub, puertos USB 3.2 Gen 1, SATA 6 Gbps, cabecera COM, cabecera RGB y 5X PROTECTION III",{},Intel,"['Motherboards-Components', 'Motherboards', 'PRIME']",https://www.asus.com/ar/motherboards-components/motherboards/prime/prime-h610m-k-d4-csm/,https://dlcdnwebimgs.asus.com/gain/8e9f3042-c65a-4394-bd5e-b68925ad605a/w185,20289,20289
PRIME H610M-K D4,ASUS,tarjetas madre,,,,4.5,100,"Tarjeta madre Intel® H610 (LGA 1700) mic-ATX, DDR4, PCIe 4.0, ranura M.2, Realtek 1 Gb Ethernet, HDMI/D-Sub, puertos USB 3.2 Gen 1, SATA 6 Gbps, cabecera COM, cabecera RGB y 5X PROTECTION III",{},Intel,"['Motherboards-Components', 'Motherboards', 'PRIME']",https://www.asus.com/ar/motherboards-components/motherboards/prime/prime-h610m-k-d4/,https://dlcdnwebimgs.asus.com/gain/2fd65e16-7cf6-4cf7-aa38-aae547279334/w185,20283,20283
PRIME B660M-A D4,ASUS,tarjetas madre,,,,4.5,100,"Motherboard Intel® B660 (LGA 1700) mATX con PCIe 4.0, dos puertos M.2, Ethernet de 1Gb, DisplayPort, 2 HDMI®, USB posterior 3.2 Gen 2x2 Tipo-C®, USB frontal 3.2 Gen 1 Tipo-C®, Aura Sync",{},Intel,"['Motherboards-Components', 'Motherboards', 'PRIME']",https://www.asus.com/ar/motherboards-components/motherboards/prime/prime-b660m-a-d4/,https://dlcdnwebimgs.asus.com/gain/8d9e3b62-76b3-4755-825c-f940eb1adeb6/w185,19256,19256
Pro B660M-C D4-CSM,ASUS,tarjetas madre,,,,4.5,100,"La Pro B660M-C D4-CSM es compatible con el socket Intel® LGA1700 para procesadores Intel® de 14º, 13º y 12º generación, y está equipada con características excepcionales, que incluyen compatibilidad con PCIe 4.0, DDR4 4600 (OC)*, dos ranuras M.2 PCIe 4.0, solo ranura M.2 (clave E), USB 3.2 Gen 1 Tipo-C® frontal, Intel® Optane Memory Ready, TPM 2.0 IC integrado, núcleo Q-LED, encabezado de salida mono (con IC de amplificador), encabezado SMBUS, ASUS Control Center Express (ACCE).",{},Intel,"['Motherboards-Components', 'Motherboards', 'CSM']",https://www.asus.com/ar/motherboards-components/motherboards/csm/pro-b660m-c-d4-csm/,https://dlcdnwebimgs.asus.com/gain/19c20810-82e0-4666-adf9-440648174677/w185,19245,19245
TUF GAMING B550-PLUS WIFI II,ASUS,tarjetas madre,,,,4.5,100,"Motherboard para juegos AMD B550 (Ryzen AM4) ATX con PCIe 4.0, doble M.2, 10 fases de poder DrMOS, Wi-Fi 6, Ethernet de 2.5 Gb, HDMI, DisplayPort, SATA 6 Gbps, USB 3.2 Gen 2 Tipo-A y Tipo-C, Thunderbolt™ 3 e iluminación Aura Sync RGB",{},AMD,"['Motherboards-Components', 'Motherboards', 'TUF-Gaming']",https://www.asus.com/ar/motherboards-components/motherboards/tuf-gaming/tuf-gaming-b550-plus-wifi-ii/,https://dlcdnwebimgs.asus.com/gain/194ef7df-2785-4486-8c91-eaaed7a0604a/w185,19158,19158
TUF GAMING B550M-PLUS WIFI II,ASUS,tarjetas madre,,,,4.5,100,"Motherboard AMD B550 (Ryzen AM4) micro ATX para gaming con PCIe® 4.0, ranuras M.2 dobles, 10 etapas de alimentación DrMOS, Wi-Fi 6, Ethernet de 2.5 Gb, HDMI, DisplayPort, SATA a 6 Gbps, USB 3.2 Gen 2 Tipo-A y Tipo-C®, BIOS FlashBack™ y compatibilidad con iluminación Aura Sync RGB.",{},AMD,"['Motherboards-Components', 'Motherboards', 'TUF-Gaming']",https://www.asus.com/ar/motherboards-components/motherboards/tuf-gaming/tuf-gaming-b550m-plus-wifi-ii/,https://dlcdnwebimgs.asus.com/gain/22bd771c-1a57-439b-97d2-ef75363fe11a/w185,16926,16926
PRIME Z690-A,ASUS,tarjetas madre,,,,4.5,100,"Motherboard Intel® Z690 (LGA 1700) ATX con PCIe® 5.0, DDR5, cuatro puertos M.2, 16 + 1 fases de poder DrMOS, DDR5, HDMI®, DisplayPort™, Ethernet de 2.5 Gb, USB 3.2 Gen 2x2 Tipo-C® , USB 3.2 Gen 2 Tipo-C® frontal, Thunderbolt™ 4 e iluminación Aura Sync RGB",{},Intel,"['Motherboards-Components', 'Motherboards', 'PRIME']",https://www.asus.com/ar/motherboards-components/motherboards/prime/prime-z690-a/,https://dlcdnwebimgs.asus.com/gain/36e07492-4808-4066-8f4a-0b454ca0a1ef/w185,19159,19159
PRIME B550M-A WIFI II,ASUS,tarjetas madre,,,,4.5,100,"Motherboard AMD B550 (Ryzen AM4) micro ATX con soporte para dual M.2, PCIe 4.0, Wi-Fi 6, Ethernet de 1 Gb, HDMI, DVI-D, D-Sub, SATA 6 Gbps, USB 3.2 Gen 2 Tipo-A y Aura Sync RGB lighting",{},AMD,"['Motherboards-Components', 'Motherboards', 'PRIME']",https://www.asus.com/ar/motherboards-components/motherboards/prime/prime-b550m-a-wifi-ii/,https://dlcdnwebimgs.asus.com/gain/2d1010dc-327c-4b58-88fb-89a677a32b02/w185,16899,16899
Pro A520M-C II/CSM,ASUS,tarjetas madre,,,,4.5,100,"Motherboard AMD A520 Micro-ATX, DP, HDMI, DVI, D-sub, puertos USB 3.2 Gen 1, M.2, SATA 6 Gb/s, ranura PCI, puerto COM, IC TPM integrado, conector SMBUS, conector de depuración LPC",{},AMD,"['Motherboards-Components', 'Motherboards', 'CSM']",https://www.asus.com/ar/motherboards-components/motherboards/csm/pro-a520m-c-ii-csm/,https://dlcdnwebimgs.asus.com/gain/c0975a18-da56-4a1d-bddc-edd9f0365af1/w185,16870,16870
PRIME A520M-A II/CSM,ASUS,tarjetas madre,,,,4.5,100,"La Motherboard PRIME A520M-A II/CSM AMD A520 (Socket AM4) mATX cuenta con puertos M.2, DP, HDMI, D-Sub, SATA a 6 Gbps, puertos USB 3.2 Gen 1, soporte para Fan Xpert2+ y Aura Sync. La PRIME A520M-A II está diseñada para usuarios cotidianos y todos los ensambladores que buscan especificaciones equilibradas y una variedad de opciones para la optimización del rendimiento mediante software y firmware intuitivos.",{},AMD,"['Motherboards-Components', 'Motherboards', 'CSM']",https://www.asus.com/ar/motherboards-components/motherboards/csm/prime-a520m-a-ii-csm/,https://dlcdnwebimgs.asus.com/gain/d8be9585-c151-49e6-8474-0d095b3620e8/w185,15742,15742
TUF GAMING A520M-PLUS WIFI,ASUS,tarjetas madre,,,,4.5,100,"Motherboard para juegos AMD A520 (Ryzen AM4) micro ATX con soporte M.2, Wi-Fi 802.11ac, DisplayPort, HDMI, D-Sub, puertos USB 3.2 Gen 1, SATA 6 Gbps y puertos AURA Gen 2 direccionables",{},AMD,"['Motherboards-Components', 'Motherboards', 'TUF-Gaming']",https://www.asus.com/ar/motherboards-components/motherboards/tuf-gaming/tuf-gaming-a520m-plus-wifi/,https://dlcdnwebimgs.asus.com/gain/2ee7647d-6d35-4dc8-a252-cc2ccbbf7bbd/w185,15570,15570
Pro B550M-C/CSM,ASUS,tarjetas madre,,,,4.5,100,"Motherboard empresarial micro ATX AMD B550 (Ryzen AM4) con seguridad, confiabilidad y capacidad de administración mejoradas. M.2 dual, PCIe 4.0, Ethernet de 1 Gb, DP/HDMI dual, SATA 6 Gbps, USB 3.2 Gen 2 Tipo-C®.",{},AMD,"['Motherboards-Components', 'Motherboards', 'CSM']",https://www.asus.com/ar/motherboards-components/motherboards/csm/pro-b550m-c-csm/,https://dlcdnwebimgs.asus.com/gain/43b02bcb-7e97-47b1-a1f4-6b6b121644b4/w185,15337,15337
TUF GAMING B450-PLUS II,ASUS,tarjetas madre,,,,4.5,100,"Motherboard gamer AMD B450 (AM4) ATX con doble M.2, micrófono con cancelación de ruido AI, HDMI, DisplayPort, USB 3.2 Gen 2 Tipo-A y Tipo-C y compatibilidad con iluminación Aura Sync RGB",{},AMD,"['Motherboards-Components', 'Motherboards', 'TUF-Gaming']",https://www.asus.com/ar/motherboards-components/motherboards/tuf-gaming/tuf-gaming-b450-plus-ii/,https://dlcdnwebimgs.asus.com/gain/d800afe0-a268-41fc-bc4d-365a7daeb69c/w185,15027,15027
PRIME B450M-A II/CSM,ASUS,tarjetas madre,,,,4.5,100,"Motherboard micro ATX AMD B450 (Ryzen AM4) con soporte M.2, HDMI / DVI-D / D-Sub, SATA 6 Gbps, 1 Gb Ethernet, USB 3.2 Gen 2 Tipo-A, BIOS FlashBack™ e iluminación Aura Sync RGB",{},AMD,"['Motherboards-Components', 'Motherboards', 'PRIME']",https://www.asus.com/ar/motherboards-components/motherboards/prime/prime-b450m-a-ii-csm/,https://dlcdnwebimgs.asus.com/gain/22e34011-bc8d-4b54-b48f-7b7cc897eb06/w185,15094,15094
TUF GAMING B450M-PLUS II,ASUS,tarjetas madre,,,,4.5,100,"Motherboard para juegos AMD B450 (AM4) micro ATX con soporte M.2, micrófono con cancelación de ruido AI, HDMI, DVI-D, USB 3.2 Gen 2 Tipo A, USB 3.2 Gen 1 Tipo A y Tipo C, e iluminación Aura Sync RGB",{},AMD,"['Motherboards-Components', 'Motherboards', 'TUF-Gaming']",https://www.asus.com/ar/motherboards-components/motherboards/tuf-gaming/tuf-gaming-b450m-plus-ii/,https://www.asus.com/media/global/gallery/pgmxvdo9a5xijly3_setting_xxx_0_90_end_184.png,15043,15043
PRIME A520M-K/CSM,ASUS,tarjetas madre,,,,4.5,100,"Tarjeta madre micro ATX AMD A520 (Ryzen AM4) con soporte M.2, 1 Gb Ethernet, HDMI / D-Sub, SATA 6 Gbps, USB 3.2 Gen 1 Tipo-A",{},AMD,"['Motherboards-Components', 'Motherboards', 'PRIME']",https://www.asus.com/ar/motherboards-components/motherboards/prime/prime-a520m-k-csm/,https://dlcdnwebimgs.asus.com/gain/2772c8a1-c88e-4471-810d-625f1443c2d2/w185,14948,14948
PRIME A520M-K,ASUS,tarjetas madre,,,,4.5,100,"Tarjeta Madre micro ATX AMD A520 (Ryzen AM4) con soporte M.2, Ethernet de 1 Gb, HDMI / D-Sub, SATA 6 Gbps, USB 3.2 Gen 1 Tipo A",{},AMD,"['Motherboards-Components', 'Motherboards', 'PRIME']",https://www.asus.com/ar/motherboards-components/motherboards/prime/prime-a520m-k/,https://www.asus.com/media/global/gallery/p3jbrwz1qhktvcdz_setting_fff_1_90_end_184.png,14920,14920
PRIME B550M-A/CSM,ASUS,tarjetas madre,,,,4.5,100,"Motherboard micro ATX AMD B550 (Ryzen AM4) con doble M.2, PCIe 4.0, Ethernet de 1 Gb, HDMI/D-Sub/DVI, SATA 6 Gbps, USB 3.2 Gen 2 Tipo-A y soporte para conectores Aura Sync RGB.",{},AMD,"['Motherboards-Components', 'Motherboards', 'CSM']",https://www.asus.com/ar/motherboards-components/motherboards/csm/prime-b550m-a-csm/,https://www.asus.com/media/global/gallery/7qeml0vawtb9khfw_setting_xxx_0_90_end_184.png,14878,14878
PRIME B550-PLUS,ASUS,tarjetas madre,,,,4.5,100,"Motherboard AMD B550 (Ryzen AM4) ATX con doble M.2, PCIe 4.0, Ethernet de 1 Gb, DisplayPort / HDMI, SATA 6 Gbps, USB 3.2 Gen 2 Tipo-A y Tipo-C, e iluminación Aura Sync RGB",{},AMD,"['Motherboards-Components', 'Motherboards', 'PRIME']",https://www.asus.com/ar/motherboards-components/motherboards/prime/prime-b550-plus/,https://dlcdnwebimgs.asus.com/gain/19fbc492-a8a6-4922-a47a-486c99d49794/w185,14836,14836
PRIME B550M-A AC,ASUS,tarjetas madre,,,,4.5,100,"Motherboard AMD AM4 mATX con PCIe 4.0, dual M.2, WiFi, HDMI, D-Sub, DVI, SATA 6 Gbps, puertos USB 3.2 Gen 2 e iluminación Aura Sync RGB",{},AMD,"['Motherboards-Components', 'Motherboards', 'PRIME']",https://www.asus.com/ar/motherboards-components/motherboards/prime/prime-b550m-a-ac/,https://dlcdnwebimgs.asus.com/gain/a153ae97-c99f-4c09-a653-fe25756f9fc4/w185,14906,14906
Teclado Gamer ROG Falchion Ace,ASUS,teclados,,,,0.0,0,"Teclado gamer compacto ROG Falchion Ace 65% con interruptores mecánicos ROG NX prelubricados con estabilizador de interruptores ROG, teclas PBT doubleshot, espuma insonorizante, panel táctil interactivo, puertos Tipo-C duales, tres ángulos de inclinación del teclado y funda protectora.",{},ROG Falchion Ace,"['Keyboards', 'Keyboards', 'PBT Keycaps']",https://rog.asus.com/ar/keyboards/keyboards/pbt-keycaps/rog-falchion-ace-model/,https://dlcdnwebimgs.asus.com/gain/BAA03A74-6267-44B5-BFC7-22136E9AF51D/w185,90MP0346-BKUA01,R_90MP0346-BKUA01
ROG Strix Scope RX Teclado Gamer,ASUS,teclados,,,,0.0,0,"Teclado gamer ROG Strix Scope RX RGB óptico perfecto para FPS, con interruptores mecánicos ópticos ROG RX, iluminación Aura Sync RGB integral, resistencia al agua y al polvo IP57 , conexión USB 2.0, y placa superior de aleación.",{},ROG Strix Scope RX,"['Keyboards', 'Keyboards', 'PBT Keycaps']",https://rog.asus.com/ar/keyboards/keyboards/pbt-keycaps/rog-strix-scope-rx-model/,https://dlcdnwebimgs.asus.com/gain/A27E11D7-3711-4A85-B909-1957A0E409E4/w185,90MP0240-BKUA00,R_90MP0240-BKUA00
Teclado Gamer ROG Strix Scope II RX,ASUS,teclados,,,,0.0,0,"Teclado Gamer ROG Strix Scope II RX con interruptores ópticos ROG RX prelubricados, protección IP57 contra el agua, espuma insonorizante, cubiertas de teclas PBT de doble capa o cubiertas de teclas ABS con recubrimiento UV, teclas de acceso directo para streaming, controles multifunción, tres ángulos de inclinación y reposamuñecas.",{},ROG Strix Scope II RX,"['Keyboards', 'Keyboards', 'PBT Keycaps']",https://rog.asus.com/ar/keyboards/keyboards/pbt-keycaps/rog-strix-scope-ii-rx/,https://dlcdnwebimgs.asus.com/gain/8E2D8455-BE85-46D7-8BE6-17E9A0E96F5C/w185,90MP0350-BKAA01,R_90MP0350-BKAA01
ROG Falchion NX Teclado Gamer,ASUS,teclados,,,,0.0,0,"Teclado gaming mecánico inalámbrico ROG Falchion NX 65% con 68 teclas, iluminación inalámbrica Aura Sync, panel táctil interactivo, funda protectora para el teclado, interruptores ROG NX y hasta 450 horas de duración de batería.",{},ROG Falchion NX,"['Keyboards', 'Keyboards', 'PBT Keycaps']",https://rog.asus.com/ar/keyboards/keyboards/pbt-keycaps/rog-falchion-nx-model/,https://dlcdnwebimgs.asus.com/gain/E6D1FFC2-6F88-43C9-ABC2-91A413FA8899/w185,90MP01Y6-BKUA00,R_90MP01Y6-BKUA00
ROG Strix Scope RX TKL Wireless Deluxe Teclado Gamer,ASUS,teclados,,,,0.0,0,"Teclado Inalámbrico Gamer ROG Strix Scope RX TKL Wireless Deluxe para FPS, con conectividad tri-mode, interruptores mecánicos ópticos ROG RX, tecla Ctrl ancha, teclas PBT, Aura Sync RGB, reposamuñecas magnético y placa superior de aleación.",{},ROG Strix Scope RX TKL Wireless Deluxe,"['Keyboards', 'Keyboards', 'PBT Keycaps']",https://rog.asus.com/ar/keyboards/keyboards/pbt-keycaps/rog-strix-scope-rx-tkl-wireless-deluxe-model/,https://dlcdnwebimgs.asus.com/gain/DCBD7A8C-2AC6-4D1C-ABA8-CBE3C2C4E41E/w185,90MP02J0-BKUA01,R_90MP02J0-BKUA01
Teclado Gamer ROG Falchion RX de Perfil Bajo,ASUS,teclados,,,,0.0,0,"Teclado inalámbrico gamer ROG Falchion RX de perfil bajo compacto al 65%, con interruptores ópticos de perfil bajo ROG RX, conexión tri-modo con tecnología inalámbrica ROG SpeedNova y receptor Omni, cubierta protectora, espuma amortiguadora de silicona integrada, panel táctil interactivo y compatibilidad con MacOS.",{},ROG Falchion RX Low Profile,"['Keyboards', 'Keyboards', 'Compact']",https://rog.asus.com/ar/keyboards/keyboards/compact/rog-falchion-rx-low-profile/,https://dlcdnwebimgs.asus.com/gain/358CBEB5-3333-4C33-AFDA-F35880F28CD9/w185,90MP03EC-BKAA10,R_90MP03EC-BKAA10
Teclado Inalámbrico Gamer ROG Strix Scope II 96,ASUS,teclados,,,,0.0,0,"Teclado inalámbrico gamer ROG Strix Scope II 96con conexión tri-mode, teclas de acceso rápido para streamer, controles multifunción, interruptores mecánicos ROG NX Snow & Storm intercambiables en caliente y pre-lubrificados, estabilizadores de teclado ROG, tapas de teclado PBT doubleshot y espuma amortiguadora de silicona, tres ángulos de inclinación y reposamuñecas.",{},ROG Strix Scope II 96 Wireless,"['Keyboards', 'Keyboards', 'PBT Keycaps']",https://rog.asus.com/ar/keyboards/keyboards/pbt-keycaps/rog-strix-scope-ii-96-wireless/,https://dlcdnwebimgs.asus.com/gain/9E1FA5D0-65AB-4188-84DE-A80058422939/w185,90MP037A-BKAA01,R_90MP037A-BKAA01
Teclado Gamer ROG Falchion Ace HFX,ASUS,teclados,,,,0.0,0,"Teclado analógico gamer ROG Falchion Ace HFX 65% con switches magnéticos ROG HFX prelubricados, activador Rapid Trigger, modo Speed Tap, panel táctil interactivo, tasa de sondeo de 8000 Hz, amortiguación de cinco capas y montaje de junta de silicona, puertos duales Tipo C, tres ángulos de inclinación y cubierta protectora",{},ROG Falchion Ace HFX,"['Keyboards', 'Keyboards', 'Compact']",https://rog.asus.com/ar/keyboards/keyboards/compact/rog-falchion-ace-hfx/,https://dlcdnwebimgs.asus.com/gain/BB5CFB46-150B-468C-AAD4-A16811BDA7E8/w185,90MP03VE-BKAA20,R_90MP03VE-BKAA20
ROG Strix Scope TKL Electro Punk Teclado Gamer,ASUS,teclados,,,,0.0,0,"Teclado mecánico RGB con cable ROG Strix Scope TKL Electro Punk para juegos FPS, con interruptores Cherry MX, marco de aluminio e iluminación Aura Sync",{},ROG Strix Scope TKL Electro Punk,"['Keyboards', 'Keyboards', 'Compact']",https://rog.asus.com/ar/keyboards/keyboards/compact/rog-strix-scope-tkl-electro-punk-model/,https://dlcdnwebimgs.asus.com/gain/D973617B-8AC5-4D70-9B6A-C5CAEBD3F1B7/w185,90MP01V0-BKUA00,R_90MP01V0-BKUA00
ROG Falchion Teclado Gamer,ASUS,teclados,,,,0.0,0,"Teclado mecánico inalámbrico gamer ROG Falchion 65% con 68 teclas, iluminación inalámbrica Aura Sync, panel táctil interactivo, funda protectora para el teclado, interruptores Cherry MX y hasta 450 horas de duración de las pilas.",{},ROG Falchion,"['Keyboards', 'Keyboards', 'PBT Keycaps']",https://rog.asus.com/ar/keyboards/keyboards/pbt-keycaps/rog-falchion-model/,https://dlcdnwebimgs.asus.com/gain/21597AB2-8BDD-4E12-83EC-45C6B2DC9B03/w185,90MP01Y0-BKUA00,R_90MP01Y0-BKUA00
ROG Claymore II Teclado Gamer,ASUS,teclados,,,,0.0,0,"Teclado mecánico gamer modular TKL 80% / 100% ROG Claymore II con Switches Mecánicos Ópticos ROG RX, teclado numérico y reposamuñecas desmontables, modos 2.4G alámbrico e inalámbricos, teclas de acceso rápido extra personalizables, rueda de control de volumen y Aura Sync inalámbrico.",{},ROG Claymore II,"['Keyboards', 'Keyboards', 'PBT Keycaps']",https://rog.asus.com/ar/keyboards/keyboards/pbt-keycaps/rog-claymore-ii-model/,https://dlcdnwebimgs.asus.com/gain/7BDBE811-9350-400C-BE5E-AB1614972EC4/w185,90MP01W0-BKAA00,R_90MP01W0-BKAA00
ROG Strix Scope NX TKL Moonlight White Teclado Gamer,ASUS,teclados,,,,0.0,0,"ROG Strix Scope NX TKL Moonlight White teclado mecánico gamer RGB con cable para juegos FPS, con switches ROG NX, marco de aluminio e iluminación Aura Sync",{},ROG Strix Scope NX TKL Moonlight White,"['Keyboards', 'Keyboards', 'Aura RGB']",https://rog.asus.com/ar/keyboards/keyboards/aura-rgb/rog-strix-scope-nx-tkl-moonlight-white-model/,https://dlcdnwebimgs.asus.com/gain/2740F37A-4945-4923-8E02-C07EA39E1894/w185,90MP02B6-BKUA00,R_90MP02B6-BKUA00
ROG Strix Scope NX TKL Teclado Gamer,ASUS,teclados,,,,0.0,0,"ROG Strix Scope NX TKL Teclado mecánico gamer RGB con cable perfecto para FPS, con interruptores ROG NX, marco de aluminio e iluminación Aura Sync",{},ROG Strix Scope NX TKL,"['Keyboards', 'Keyboards', 'Aura RGB']",https://rog.asus.com/ar/keyboards/keyboards/aura-rgb/rog-strix-scope-nx-tkl-model/,https://dlcdnwebimgs.asus.com/gain/2828CC40-B430-4F68-B004-AE359074DF06/w185,90MP01N6-BKUA00,R_90MP01N6-BKUA00
ROG Strix Scope NX TKL Deluxe Teclado Gamer,ASUS,teclados,,,,0.0,0,"ROG Strix Scope NX TKL Deluxe: Teclado gamer RGB mecánico alámbrico FPS, con switches ROG NX, marco de aluminio e iluminación Aura Sync",{},ROG Strix Scope NX TKL Deluxe,"['Keyboards', 'Keyboards', 'Aura RGB']",https://rog.asus.com/ar/keyboards/keyboards/aura-rgb/rog-strix-scope-nx-tkl-deluxe-model/,https://dlcdnwebimgs.asus.com/gain/E4226A67-3087-4FC0-B16E-7C7AAFDAB7D6/w185,90MP00N6-BKUA00,R_90MP00N6-BKUA00
Teclado Gamer ROG Azoth,ASUS,teclados,,,,0.0,0,"Teclado gamer personalizable ROG Azoth con factor de forma de teclado de 75%, espuma amortiguadora de tres capas y cubierta superior de metal, altamente personalizable con switches mecánicos ROG NX prelubricados e intercambiables, estabilizadores de teclado ROG, teclas PBT de doble disparo y kit de lubricación, triple conexión con tecnología SpeedNova de 2.4 GHz, pantalla OLED, perilla de control de tres vías, tres ángulos de inclinación y compatibilidad con Mac",{},ROG Azoth,"['Keyboards', 'Keyboards', 'Aura RGB']",https://rog.asus.com/ar/keyboards/keyboards/aura-rgb/rog-azoth-model/,https://dlcdnwebimgs.asus.com/gain/145896AC-B462-4466-A1FE-935F085741F3/w185,90MP0316-BKAA01,R_90MP0316-BKAA01
ROG Strix Flare II,ASUS,teclados,,,,0.0,0,"Teclado mecánico para juegos ROG Strix Flare II con velocidad de sondeo de 8000Hz, switches mecánicos ROG NX, teclas PBT, controles multimedia metálicos y reposamuñecas desmontable",{},ROG Strix Flare II,"['Keyboards', 'Keyboards', 'Aura RGB']",https://rog.asus.com/ar/keyboards/keyboards/aura-rgb/rog-strix-flare-ii-model/,https://dlcdnwebimgs.asus.com/gain/9DBE7FB5-C52B-407C-99FE-CCDCDD7AC04E/w185,90MP02D6-BKUA01,R_90MP02D6-BKUA01
ROG Strix Flare II Animate Teclado Gamer,ASUS,teclados,,,,0.0,0,"Teclado mecánico para juegos ROG Strix Flare II Animate con pantalla LED AniMe Matrix™, frecuencia de sondeo de 8000Hz, switches mecánicos ROG NX o switches Cherry MX, switches intercambiables, controles de medios metálicos y un reposamuñecas con difusor de luz",{},ROG Strix Flare II Animate,"['Keyboards', 'Keyboards', 'Aura RGB']",https://rog.asus.com/ar/keyboards/keyboards/aura-rgb/rog-strix-flare-ii-animate-model/,https://dlcdnwebimgs.asus.com/gain/7001B47D-BD67-4A07-BD1D-0ECE65169330/w185,90MP02E6-BKUA01,R_90MP02E6-BKUA01
