nombre,tienda,categoria_principal,precio,moneda,simbolo,estrellas,reviews,descripcion,especificaciones,categoria,categoria_path,url,imagen,sku,id
TUF GAMING B760M-PLUS WIFI II,ASUS,tarjetas madre,,,,4.5,100,"Tarjeta madre Intel &reg;  B760 (LGA 1700) mATX, compatible con PC con IA avanzada, tres ranuras M.2, 12+1 DrMOS, Ethernet Realtek de 2,5 Gb, Wi-Fi 6E, HDMI&trade;, DisplayPort, USB trasero de 20 Gbps tipo C &reg; , USB frontal de 10 Gbps Tipo-C &reg; , compatibilidad con Thunderbolt&trade; (USB4 &reg; ), Aura Sync",{},Intel,"['Motherboards-Components', 'Motherboards', 'TUF-Gaming']",https://www.asus.com/ar/motherboards-components/motherboards/tuf-gaming/tuf-gaming-b760m-plus-wifi-ii/,https://dlcdnwebimgs.asus.com/gain/7fe2d1f3-146a-4605-ac83-3bd89fb0b00b/w185,25134,25134
Pro H610M-CT2 D4-CSM,ASUS,tarjetas madre,,,,4.5,100,"Pro H610M-CT2 D4-CSM es compatible con el socket Intel &reg;  LGA1700 para procesadores Intel &reg;  de 14º, 13º y 12º generación, y está equipado con características excepcionales, que incluyen 2 x DP, VGA, compatibilidad con PCIe 4.0, DDR4 3200, USB 3.2 Gen 2, ranura M.2 PCIe 3.0, ranura M.2 key E, TPM2.0 IC integrado, núcleo Q-LED, encabezado SMBUS, ASUS Control Center Express(ACCE), ASUS Boot Defender.",{},Intel,"['Motherboards-Components', 'Motherboards', 'Business']",https://www.asus.com/ar/motherboards-components/motherboards/business/pro-h610m-ct2-d4-csm/,https://dlcdnwebimgs.asus.com/gain/90b5405e-0557-43df-a25e-eed9501d2de0/w185,22499,22499
PRIME H610M-A-CSM,ASUS,tarjetas madre,,,,4.5,100,"Tarjeta madre Intel &reg;  H610 (LGA 1700) mATX con DDR5, dos ranuras M.2, Intel &reg;  1Gb Ethernet, DisplayPort, HDMI&trade;, VGA, puertos USB 3.2 Gen 2, cabezales direccionables Gen 2 y Aura Sync",{},Intel,"['Motherboards-Components', 'Motherboards', 'CSM']",https://www.asus.com/ar/motherboards-components/motherboards/csm/prime-h610m-a-csm/,https://dlcdnwebimgs.asus.com/gain/ae9c5236-9d7c-4933-9991-201309d8a110/w185,23797,23797
PRIME H610M-A,ASUS,tarjetas madre,,,,4.5,100,"Tarjeta madre Intel &reg;  H610 (LGA 1700) mATX con DDR5, dos ranuras M.2, Intel &reg;  1Gb Ethernet, DisplayPort, HDMI&trade;, VGA, puertos USB 3.2 Gen 2, conectores direccionables Gen 2 y Aura Sync",{},Intel,"['Motherboards-Components', 'Motherboards', 'PRIME']",https://www.asus.com/ar/motherboards-components/motherboards/prime/prime-h610m-a/,https://dlcdnwebimgs.asus.com/gain/ae9c5236-9d7c-4933-9991-201309d8a110/w185,23716,23716
ProArt B760-CREATOR WIFI,ASUS,tarjetas madre,,,,4.5,100,"Tarjeta madre Intel &reg;  B760 LGA 1700 ATX diseñada para creadores, IA avanzada preparada para tu PC, PCIe &reg;  5.0, DDR5, WiFi 6, Ethernet de 2,5 Gb y 1 Gb, tres ranuras M.2, además de un conector USB 3.2 Gen 2x2 en el panel frontal con Quick Charge 4+ de 60 W",{},Intel,"['Motherboards-Components', 'Motherboards', 'ProArt']",https://www.asus.com/ar/motherboards-components/motherboards/proart/proart-b760-creator-wifi/,https://dlcdnwebimgs.asus.com/gain/44cac7f2-acb4-40a7-8d97-49e9f89b3279/w185,23718,23718
PRIME A620M-K-CSM,ASUS,tarjetas madre,,,,4.5,100,"Motherboard AMD A620 (Ryzen™ AM5) micro-ATX, lista para Advanced AI PC, DDR5, compatibilidad con tarjeta gráfica PCIe 4.0 y con PCIe 4.0 M.2, HDMI™, VGA, USB 3.2 Gen 1 Type-A, SATA de 6 Gbps, cancelación de ruido Two-Way AI, Aura Sync",{},AMD,"['Motherboards-Components', 'Motherboards', 'CSM']",https://www.asus.com/ar/motherboards-components/motherboards/csm/prime-a620m-k-csm/,https://dlcdnwebimgs.asus.com/gain/9e892470-c894-429f-be7f-53ab61483d99/w185,23686,23686
PRIME A620M-K,ASUS,tarjetas madre,,,,4.5,100,"Motherboard AMD A620 (Ryzen™ AM5) micro-ATX, lista para Advanced AI PC, DDR5, compatibilidad con tarjeta gráfica PCIe 4.0 y con PCIe 4.0 M.2, HDMI™, VGA, USB 3.2 Gen 1 Type-A, SATA de 6 Gbps, cancelación de ruido Two-Way AI, Aura Sync",{},AMD,"['Motherboards-Components', 'Motherboards', 'PRIME']",https://www.asus.com/ar/motherboards-components/motherboards/prime/prime-a620m-k/,https://dlcdnwebimgs.asus.com/gain/041d5ac0-be0d-4caf-a31a-0ffee9ab637a/w185,23684,23684
PRIME A620M-A-CSM,ASUS,tarjetas madre,,,,4.5,100,"Motherboard micro-ATX AMD A620 (Ryzen™ AM5), Advanced AI PC ready, DDR5, soporte PCIe 4.0, ranuras duales M.2, DisplayPort/HDMI™/VGA, puertos USB 3.2 Gen 1, USB 3.2 Gen 1 Tipo-C® frontal, SATA 6 Gbps, BIOS FlashBack™, Cancelación de Ruido Two-Way AI, Aura Sync",{},AMD,"['Motherboards-Components', 'Motherboards', 'CSM']",https://www.asus.com/ar/motherboards-components/motherboards/csm/prime-a620m-a-csm/,https://dlcdnwebimgs.asus.com/gain/40fa567d-d24c-4086-8284-19f75a3623bb/w185,23596,23596
TUF GAMING A620M-PLUS WIFI,ASUS,tarjetas madre,,,,4.5,100,"Motherboard micro-ATX AMD A620 (Ryzen AM5), Advanced AI PC ready, PCIe 4.0, ranuras duales M.2, 2 x DisplayPort, HDMI™, Ethernet Realtek 2.5Gb, Wi-Fi 6, USB 3.2 Gen 1 Tipo-C® frontal, SATA 6 Gbps, BIOS FlashBack™, M.2 Q-Latch, Cancelación de Ruido Two-Way AI e iluminación RGB Aura Sync.",{},AMD,"['Motherboards-Components', 'Motherboards', 'TUF-Gaming']",https://www.asus.com/ar/motherboards-components/motherboards/tuf-gaming/tuf-gaming-a620m-plus-wifi/,https://dlcdnwebimgs.asus.com/gain/362589f1-34fb-4f66-bed7-2df2c26a2b1e/w185,22557,22557
PRIME A620M-A,ASUS,tarjetas madre,,,,4.5,100,"Motherboard AMD A620 (Ryzen™ AM5) micro-ATX, lista para Advanced AI PC, DDR5, compatibilidad con PCIe 4.0, ranuras duales M.2, DisplayPort/HDMI™/VGA, puertos USB 3.2 Gen 1, USB 3.2 Gen 1 Type-C ®  frontal, SATA 6 Gbps, BIOS FlashBack™, cancelación de ruido Two-Way AI e iluminación RGB Aura Sync.",{},AMD,"['Motherboards-Components', 'Motherboards', 'PRIME']",https://www.asus.com/ar/motherboards-components/motherboards/prime/prime-a620m-a/,https://dlcdnwebimgs.asus.com/gain/d00d67ce-a8a9-4b73-9bb5-a75d4dc33ffa/w185,23588,23588
PRIME B760M-A,ASUS,tarjetas madre,,,,4.5,100,"Tarjeta madre Intel &reg;  B760 (LGA 1700) mATX, IA avanzada preparada para tu PC, PCIe 4.0, DDR5, dos ranuras M.2, Ethernet Realtek de 2,5 Gb, DisplayPort, HDMI™ dual, SATA de 6 Gbps, USB 3.2 Gen 2 trasero, USB 3.2 Gen 1 Tipo-C &reg;  frontal, Aura Sync",{},Intel,"['Motherboards-Components', 'Motherboards', 'PRIME']",https://www.asus.com/ar/motherboards-components/motherboards/prime/prime-b760m-a/,https://dlcdnwebimgs.asus.com/gain/43eaace9-b4ac-454c-b66d-696886f12dac/w185,22541,22541
PRIME B760M-A-CSM,ASUS,tarjetas madre,,,,4.5,100,"Tarjeta  madre Intel &reg;  B760 (LGA 1700) mATX, IA avanzada preparada para tu PC, PCIe 4.0, DDR5, dos ranuras M.2, Ethernet Realtek de 2,5 Gb, DisplayPort, HDMI™ dual, SATA de 6 Gbps, USB 3.2 Gen 2 trasero, USB 3.2 Gen 1 Tipo-C &reg;  frontal, Aura Sync",{},Intel,"['Motherboards-Components', 'Motherboards', 'PRIME']",https://www.asus.com/ar/motherboards-components/motherboards/prime/prime-b760m-a-csm/,https://dlcdnwebimgs.asus.com/gain/c064d96c-5695-400b-bf0d-d07c05dfed21/w185,22539,22539
PRIME B760-PLUS,ASUS,tarjetas madre,,,,4.5,100,"Placa madre Intel &reg;  B760 (LGA 1700) ATX, IA avanzada preparada para tu PC, PCIe 5.0, tres ranuras PCIe 4.0 M.2, DDR5, Ethernet Realtek de 2,5 Gb, DisplayPort, VGA, HDMI™, SATA de 6 Gbps, USB 3.2 Gen 2x2 Tipo-C &reg; , USB 3.2 Gen 1 Tipo-C &reg;  frontal, compatibilidad con Thunderbolt™ (USB4 &reg; ), Aura Sync",{},Intel,"['Motherboards-Components', 'Motherboards', 'PRIME']",https://www.asus.com/ar/motherboards-components/motherboards/prime/prime-b760-plus/,https://dlcdnwebimgs.asus.com/gain/0da56daf-48a2-474b-874d-00c5ffadca54/w185,22492,22492
TUF GAMING B760-PLUS WIFI,ASUS,tarjetas madre,,,,4.5,100,"Tarjeta madre Intel &reg;  B760 (LGA 1700) ATX, IA avanzada preparada para tu PC, DDR5, tres ranuras PCIe 4.0 M.2, 12+1 DrMOS, Ethernet Realtek de 2,5 Gb, DisplayPort, HDMI, USB 3.2 Gen 2 Tipo-C &reg;  frontal, Aura Sync, AEMP II",{},Intel,"['Motherboards-Components', 'Motherboards', 'TUF-Gaming']",https://www.asus.com/ar/motherboards-components/motherboards/tuf-gaming/tuf-gaming-b760-plus-wifi/,https://dlcdnwebimgs.asus.com/gain/bbe169d6-ee09-43c8-aaac-b01940d35422/w185,22471,22471
ProArt B760-CREATOR D4,ASUS,tarjetas madre,,,,4.5,100,"Tarjeta madre Intel &reg;  B760 LGA 1700 ATX diseñada para creadores, IA avanzada preparada para tu PC, PCIe &reg;  5.0, DDR4, Ethernet de 2,5 Gb y 1 Gb, tres ranuras M.2, además de un conector USB 3.2 Gen 2x2 en el panel frontal",{},Intel,"['Motherboards-Components', 'Motherboards', 'ProArt']",https://www.asus.com/ar/motherboards-components/motherboards/proart/proart-b760-creator-d4/,https://dlcdnwebimgs.asus.com/gain/8d0ddb26-f386-4233-a6bc-452e366be54f/w185,22421,22421
PRIME B760M-A WIFI D4,ASUS,tarjetas madre,,,,4.5,100,"Tarjeta madre Intel &reg;  B760 (LGA 1700) mATX, IA avanzada preparada para tu PC, PCIe 4.0, dos ranuras M.2, Ethernet Realtek de 2,5 Gb, Wi-Fi 6, DisplayPort, HDMI dual &reg; , SATA 6 Gbps, USB 3.2 Gen 2 trasero, USB 3.2 Gen 1 Tipo-C &reg;  frontal, Aura Sync",{},Intel,"['Motherboards-Components', 'Motherboards', 'PRIME']",https://www.asus.com/ar/motherboards-components/motherboards/prime/prime-b760m-a-wifi-d4/,https://dlcdnwebimgs.asus.com/gain/43e9c0fd-f9b4-4e45-9bdf-f14495af40b7/w185,22276,22276
PRIME B760M-A D4-CSM,ASUS,tarjetas madre,,,,4.5,100,"Tarjeta madre Intel &reg;  B760 (LGA 1700) mATX, IA avanzada preparada para tu PC, PCIe 4.0, dos ranuras M.2, Ethernet Realtek de 2,5 Gb, Wi-Fi 6, DisplayPort, HDMI dual &reg; , SATA 6 Gbps, USB 3.2 Gen 2 trasero, USB 3.2 Gen 1 Tipo-C &reg;  frontal, Aura Sync",{},Intel,"['Motherboards-Components', 'Motherboards', 'PRIME']",https://www.asus.com/ar/motherboards-components/motherboards/prime/prime-b760m-a-d4-csm/,https://dlcdnwebimgs.asus.com/gain/9c2ea59d-7564-4b22-9398-49737cd531ef/w185,22354,22354
PRIME B760M-A D4,ASUS,tarjetas madre,,,,4.5,100,"Tarjeta madre Intel &reg;  B760 (LGA 1700) mATX, IA avanzada preparada para tu PC, PCIe 4.0, dos ranuras M.2, Ethernet Realtek de 2,5 Gb, Wi-Fi 6, DisplayPort, HDMI dual &reg; , SATA 6 Gbps, USB 3.2 Gen 2 trasero, USB 3.2 Gen 1 Tipo-C &reg;  frontal, Aura Sync",{},Intel,"['Motherboards-Components', 'Motherboards', 'PRIME']",https://www.asus.com/ar/motherboards-components/motherboards/prime/prime-b760m-a-d4/,https://dlcdnwebimgs.asus.com/gain/48925aaa-88fd-4f69-9e73-3598a9c6fb1b/w185,22350,22350
PRIME B650M-A WIFI II,ASUS,tarjetas madre,,,,4.5,100,"ASUS PRIME B650M-A WIFI II: Motherboard AMD B650 (Ryzen AM5) micro-ATX, preparada para IA avanzada, soporte DDR5, dos ranuras M.2, LAN de 2.5Gb, Wi-Fi 6, DisplayPort/HDMI ® /VGA, puertos USB 3.2 Gen 2, USB 3.2 Gen 1 Type-C ®  frontal, BIOS FlashBack ™  y Aura Sync.",{},AMD,"['Motherboards-Components', 'Motherboards', 'PRIME']",https://www.asus.com/ar/motherboards-components/motherboards/prime/prime-b650m-a-wifi-ii/,https://dlcdnwebimgs.asus.com/gain/79ca946c-2d29-4721-afef-c6786868766c/w185,22403,22403
Pro B760M-CT-CSM,ASUS,tarjetas madre,,,,4.5,100,"El Pro B760M-CT-CSM es compatible con el socket LGA1700 de Intel &reg;  para procesadores Intel &reg;  de 14º, 13º y 12º generación, incluidos dos puertos de pantalla, HDMI, D-Sub, compatibilidad con PCIe 4.0, DDR5, dos ranuras M.2 PCIe 4.0, USB 3.2 Gen 1 Tipo-C &reg;  frontal, TPM IC integrado, núcleo Q-LED, encabezado de salida mono (con IC de amplificador), encabezado SMBUS, ASUS Control Center Express (ACCE), ASUS Boot Defender",{},Intel,"['Motherboards-Components', 'Motherboards', 'Business']",https://www.asus.com/ar/motherboards-components/motherboards/business/pro-b760m-ct-csm/,https://dlcdnwebimgs.asus.com/gain/f1868258-c78a-48c9-ac1c-1e9fa3fd4175/w185,22406,22406
TUF GAMING B760M-PLUS WIFI D4,ASUS,tarjetas madre,,,,4.5,100,"Tarjeta madre Intel &reg;  B760 (LGA 1700) mATX, IA avanzada preparada para tu PC, PCIe 5.0, dos ranuras M.2, 12+1 DrMOS, DDR4, Realtek 2.5Gb Ethernet, Intel &reg;  Wi-Fi 6, HDMI &reg; , DisplayPort, USB 3.2 Gen 2x2 Tipo-C &reg;  trasero, USB 3.2 Gen 1 Tipo-C &reg;  frontal, compatibilidad con Thunderbolt™ (USB4 &reg; ), Arua Sync",{},Intel,"['Motherboards-Components', 'Motherboards', 'TUF-Gaming']",https://www.asus.com/ar/motherboards-components/motherboards/tuf-gaming/tuf-gaming-b760m-plus-wifi-d4/,https://dlcdnwebimgs.asus.com/gain/dd0c089c-f1c5-45e6-9bcb-b64899e44aff/w185,22366,22366
TUF GAMING B760-PLUS WIFI D4,ASUS,tarjetas madre,,,,4.5,100,"Tarjeta madre Intel &reg;  B760 (LGA 1700) ATX, IA avanzada preparada para tu PC, tres ranuras PCIe 4.0 M.2, 12+1 DrMOS, Ethernet Realtek de 2,5 Gb, DisplayPort, HDMI, USB 3.2 Gen 2 Tipo-C &reg;  frontal, Aura Sync",{},Intel,"['Motherboards-Components', 'Motherboards', 'TUF-Gaming']",https://www.asus.com/ar/motherboards-components/motherboards/tuf-gaming/tuf-gaming-b760-plus-wifi-d4/,https://dlcdnwebimgs.asus.com/gain/7863d737-c623-4cbc-8f67-f492f6e26ad1/w185,22360,22360
PRIME Z790M-PLUS,ASUS,tarjetas madre,,,,4.5,100,"Tarjeta madre Intel Z790 (LGA 1700) mATX, IA avanzada preparada para tu PC, tres ranuras M.2, 10+1 DrMOS, DDR5, Intel &reg;  1 Gb LAN, HDMI &reg; , DP, USB 3.2 Gen 2x2 Tipo-C &reg; , USB 3.2 Gen 1 Tipo-C &reg;  frontal, compatibilidad con Thunderbolt™ (USB4 &reg; ), Aura Sync",{},Intel,"['Motherboards-Components', 'Motherboards', 'PRIME']",https://www.asus.com/ar/motherboards-components/motherboards/prime/prime-z790m-plus/,https://dlcdnwebimgs.asus.com/gain/52841042-cf69-4e1e-9e76-ae5be4f684f5/w185,22407,22407
PRIME B650M-A II-CSM,ASUS,tarjetas madre,,,,4.5,100,"ASUS PRIME B650M-A II-CSM AMD B650 (Ryzen AM5), motherboard Micro-ATX, preparada para PC avanzados con IA, soporte DDR5, dos ranuras M.2, LAN de 2.5 Gb, DisplayPort, HDMI®, VGA, puertos USB 3.2 Gen 2, USB frontal 3.2 Gen 1 Tipo-C®, BIOS FlashBack™, Aura Sync.",{},AMD,"['Motherboards-Components', 'Motherboards', 'CSM']",https://www.asus.com/ar/motherboards-components/motherboards/csm/prime-b650m-a-ii-csm/,https://dlcdnwebimgs.asus.com/gain/f3797744-004a-4a9b-8893-debc2e79c5a6/w185,22376,22376
PRIME B650M-A II,ASUS,tarjetas madre,,,,4.5,100,"ASUS PRIME B650M-A II AMD B650 (Ryzen AM5) motherboard Micro-ATX, preparada para PC avanzados con IA, soporte DDR5, dos ranuras M.2, LAN de 2.5 Gb, DisplayPort, HDMI®, VGA, puertos USB 3.2 Gen 2, USB frontal 3.2 Gen 1 Tipo-C®, BIOS FlashBack™, Aura Sync.",{},AMD,"['Motherboards-Components', 'Motherboards', 'PRIME']",https://www.asus.com/ar/motherboards-components/motherboards/prime/prime-b650m-a-ii/,https://dlcdnwebimgs.asus.com/gain/34c6bcc3-d71b-4d9e-8ffd-e83750c33cdc/w185,22370,22370
TUF GAMING Z790-PLUS WIFI,ASUS,tarjetas madre,,,,4.5,100,"Tarjeta madre Intel &reg;  Z790 (LGA1700) ATX Gaming, IA avanzada preparada para tu PC, 16+1 fases de poder DrMOS, PCIe &reg;  5.0, memoria DDR5, cuatro ranuras M.2, WiFi 6E y Ethernet Intel de 2,5 Gb, HDMI &reg; , DisplayPort™, USB 3.2 Gen 2x2 Tipo-C &reg; , USB 3.2 Gen 2 Tipo C frontal, SATA 6 Gbps, conector Thunderbolt™ 4 e iluminación RGB Aura Sync",{},Intel,"['Motherboards-Components', 'Motherboards', 'TUF-Gaming']",https://www.asus.com/ar/motherboards-components/motherboards/tuf-gaming/tuf-gaming-z790-plus-wifi/,https://dlcdnwebimgs.asus.com/gain/391f8852-89ee-4429-bf08-48b3be125099/w185,21165,21165
ProArt Z790-CREATOR WIFI,ASUS,tarjetas madre,,,,4.5,100,"Tarjeta madre Intel &reg;  Z790 LGA 1700 ATX Creator, IA avanzada preparada para tu PC, compatibilidad con DDR5, Thunderbolt™ 4 (compatible con USB4 &reg; ), Ethernet de 10 Gb y 2,5 Gb, WiFi 6E, cuatro ranuras M.2, además de un conector de panel frontal USB 3.2 Gen 2x2 con Quick Charge 4+ de hasta 60 W",{},Intel,"['Motherboards-Components', 'Motherboards', 'ProArt']",https://www.asus.com/ar/motherboards-components/motherboards/proart/proart-z790-creator-wifi/,https://dlcdnwebimgs.asus.com/gain/fe64f38f-9f58-4722-b2b0-723379b316be/w185,21164,21164
ProArt B650-CREATOR,ASUS,tarjetas madre,,,,4.5,100,"ProArt B650-Creator Ryzen AM5 ATX motherboard para creación de contenido, advanced IA PC-Ready, soporte DDR5, Ethernet de 2.5 Gb y 1 Gb, tres ranuras M.2, además de USB-C DisplayPort ™  y un conector de panel frontal USB 3.2 Gen 2x2 con Quick Charge 4+",{},AMD,"['Motherboards-Components', 'Motherboards', 'ProArt']",https://www.asus.com/ar/motherboards-components/motherboards/proart/proart-b650-creator/,https://dlcdnwebimgs.asus.com/gain/ab7761e5-f60e-4d73-b1a2-27c03228b7a5/w185,21142,21142
TUF GAMING B650M-PLUS WIFI,ASUS,tarjetas madre,,,,4.5,100,"Motherboard ASUS TUF GAMING B650M-PLUS WIFI AMD B650 (Ryzen AM5) micro-ATX, preparada para PC con IA avanzada, Ethernet Realtek 2.5Gb, WIFI 6, DisplayPort, HDMI ® , SATA 6 Gbps, USB 3.2 Gen 2x2 Type-C ® , USB 3.2 Gen 1 Type-C ®  frontal, BIOS FlashBack ™ , soporte USB4 ®  y Aura Sync.",{},AMD,"['Motherboards-Components', 'Motherboards', 'TUF-Gaming']",https://www.asus.com/ar/motherboards-components/motherboards/tuf-gaming/tuf-gaming-b650m-plus-wifi/,https://dlcdnwebimgs.asus.com/gain/58e593d1-b3f8-46e8-9639-e9bb563d1360/w185,21081,21081
PRIME B650-PLUS,ASUS,tarjetas madre,,,,4.5,100,"ASUS PRIME B650-PLUS: Motherboard AMD B650 (Ryzen AM5) ATX con soporte para IA avanzada, DDR5, PCIe 5.0 M.2, Ethernet Realtek 2.5Gb, DisplayPort, HDMI ® , SATA 6 Gbps, USB 3.2 Gen 2 Type-C ® , USB 3.2 Gen 1 Type-C ®  frontal, BIOS FlashBack™, soporte USB4 ®  y Aura Sync.",{},AMD,"['Motherboards-Components', 'Motherboards', 'PRIME']",https://www.asus.com/ar/motherboards-components/motherboards/prime/prime-b650-plus/,https://dlcdnwebimgs.asus.com/gain/baad4e8f-02fa-4ab0-9939-125095a16c3a/w185,21057,21057
TUF GAMING B650-PLUS WIFI,ASUS,tarjetas madre,,,,4.5,100,"Motherboard ASUS TUF GAMING B650-PLUS WIFI AMD B650 (Ryzen AM5) en formato ATX, lista para IA avanzada de PC, compatible con PCIe 5.0 M.2, Ethernet Realtek de 2.5 Gb, Wi-Fi 6, DisplayPort, HDMI ® , SATA 6 Gbps, USB 3.2 Gen 2x2 Type-C ® , USB 3.2 Gen 1 Type-C ®  frontal, BIOS FlashBack ™ , compatibilidad con USB4 ®  y Aura Sync.",{},AMD,"['Motherboards-Components', 'Motherboards', 'TUF-Gaming']",https://www.asus.com/ar/motherboards-components/motherboards/tuf-gaming/tuf-gaming-b650-plus-wifi/,https://dlcdnwebimgs.asus.com/gain/d52e1dd0-6b0b-4c62-a625-01c5e41a8b07/w185,21080,21080
PRIME Z790-P WIFI,ASUS,tarjetas madre,,,,4.5,100,"Tarjeta madre ATX Intel Z790 (LGA 1700), IA avanzada preparada para tu PC, tres ranuras M.2, 14+1 DrMOS, DDR5, Intel WIFI 6, Realtek 2.5 Gb LAN, HDMI ® , DP, USB 3.2 Gen 2x2 Tipo-C ® , USB 3.2 Gen 2 Tipo-C ®  frontal, compatibilidad con Thunderbolt ™  (USB4 ® ), Aura Sync",{},Intel,"['Motherboards-Components', 'Motherboards', 'PRIME']",https://www.asus.com/ar/motherboards-components/motherboards/prime/prime-z790-p-wifi/,https://dlcdnwebimgs.asus.com/gain/37bbb2b4-b916-4170-9644-ff2aa0e0a253/w185,21103,21103
PRIME Z790-P D4,ASUS,tarjetas madre,,,,4.5,100,"Tarjeta madre ATX Intel Z790 (LGA 1700), IA avanzada preparada para tu PC, tres ranuras M.2, 14+1 DrMOS, DDR4, Realtek 2.5Gb Ethernet, HDMI ® , DP, USB 3.2 Gen 2x2 Tipo-C ® , USB 3.2 Gen 2 Tipo-C ®  frontal, compatibilidad con Thunderbolt ™  (USB4 ® ), Aura Sync",{},Intel,"['Motherboards-Components', 'Motherboards', 'PRIME']",https://www.asus.com/ar/motherboards-components/motherboards/prime/prime-z790-p-d4/,https://dlcdnwebimgs.asus.com/gain/2ee90940-4f54-4a59-91a8-f83a7e3bda08/w185,21106,21106
PRIME Z790-P,ASUS,tarjetas madre,,,,4.5,100,"Tarjeta madre ATX Intel Z790 (LGA 1700), IA avanzada preparada para tu PC, tres ranuras M.2, 14+1 DrMOS, DDR5, Realtek 2.5 Gb LAN, HDMI ® , DP, USB 3.2 Gen 2x2 Tipo-C ® , USB 3.2 Gen 2 Tipo-C ®  frontal, compatibilidad con Thunderbolt ™  (USB4 ® ), Aura Sync",{},Intel,"['Motherboards-Components', 'Motherboards', 'PRIME']",https://www.asus.com/ar/motherboards-components/motherboards/prime/prime-z790-p/,https://dlcdnwebimgs.asus.com/gain/43e53de1-895e-4af8-be66-fa3c8d0db8d9/w185,21104,21104
PRIME Z790-A WIFI,ASUS,tarjetas madre,,,,4.5,100,"Tarjeta madre ATX Intel Z790 (LGA 1700), compatible con PC con IA avanzada, cuatro ranuras M.2, 16+1 DrMOS, DDR5, Intel WIFI 6E, LAN de 2,5 Gb, HDMI &reg; , DP, USB 3.2 Gen 2x2 Tipo-C &reg; , USB 3.2 Gen 2 Tipo-C &reg;  frontal, compatibilidad con Thunderbolt™ (USB4 &reg; )",{},Intel,"['Motherboards-Components', 'Motherboards', 'PRIME']",https://www.asus.com/ar/motherboards-components/motherboards/prime/prime-z790-a-wifi/,https://dlcdnwebimgs.asus.com/gain/5bc8ad71-902a-4879-9ab4-9e93f784ef45/w185,21090,21090
PRIME X670-P,ASUS,tarjetas madre,,,,4.5,100,"Motherboard ATX AMD X670 (Ryzen AM5), preparada para PC con IA Avanzada, soporte de almacenamiento PCIe 5.0, tres ranuras M.2, 12+2 DrMOS, DDR5, HDMI ® , DisplayPort, Ethernet 2.5Gb, USB 3.2 Gen 2x2 Type-C ® , USB 3.2 Gen 1 Type-C ®  frontal, BIOS FlashBack™, SATA 6 Gbps, soporte USB4 ®",{},AMD,"['Motherboards-Components', 'Motherboards', 'PRIME']",https://www.asus.com/ar/motherboards-components/motherboards/prime/prime-x670-p/,https://dlcdnwebimgs.asus.com/gain/a133296f-68ff-4128-9977-57727cd3c94e/w185,21006,21006
PRIME X670E-PRO WIFI,ASUS,tarjetas madre,,,,4.5,100,"Motherboard ATX AMD X670E (Ryzen AM5), preparada para PC con IA avanzada, PCIe ®  5.0, cuatro ranuras M.2, 14+2 fases de alimentación, DDR5, HDMI ® , DisplayPort™, Ethernet 2.5 Gb, USB 3.2 Gen 2x2 Tipo-C ® , USB 3.2 Gen 2 Tipo-C frontal, soporte USB4 ®  e iluminación RGB Aura Sync",{},AMD,"['Motherboards-Components', 'Motherboards', 'PRIME']",https://www.asus.com/ar/motherboards-components/motherboards/prime/prime-x670e-pro-wifi/,https://dlcdnwebimgs.asus.com/gain/25c02cba-dbea-4503-bbce-71c132348f06/w185,21002,21002
PRIME X670-P WIFI,ASUS,tarjetas madre,,,,4.5,100,"Motherboard ATX AMD X670 (Ryzen AM5), preparada para PC con IA avanzada, soporte PCIe 5.0 para almacenamiento, tres ranuras M.2, 12+2 DrMOS, DDR5, HDMI ® , DisplayPort, Ethernet 2.5Gb, WiFi 6, USB 3.2 Gen 2x2 Tipo-C ® , USB 3.2 Gen 1 Tipo-C ®  frontal, BIOS FlashBack™, SATA 6 Gbps, soporte USB4 ®",{},AMD,"['Motherboards-Components', 'Motherboards', 'PRIME']",https://www.asus.com/ar/motherboards-components/motherboards/prime/prime-x670-p-wifi/,https://dlcdnwebimgs.asus.com/gain/51c4150a-fa3c-4a4d-aa6a-6cf3e66b9811/w185,21003,21003
ProArt X670E-CREATOR WIFI,ASUS,tarjetas madre,,,,4.5,100,"Motherboard AMD X670 Ryzen AM5 ATX para creación de contenido, compatible con PC AI avanzada, soporte DDR5, doble USB4®, Ethernet de 10 Gb y 2.5 Gb, WiFi 6E, cuatro ranuras M.2, más un conector frontal USB 3.2 Gen 2x2 con soporte Quick Charge 4+",{},AMD,"['Motherboards-Components', 'Motherboards', 'ProArt']",https://www.asus.com/ar/motherboards-components/motherboards/proart/proart-x670e-creator-wifi/,https://dlcdnwebimgs.asus.com/gain/469c1ffb-46ab-48f9-950c-c3a6c3fa8def/w185,20995,20995
